Make,Model,yearVeh,occRole,dvcat,dead,injSeverity,ADAS/ADS Version,Reporting Entity,Operating Entity,City,State,Roadway Type,Lighting,Crash With,Property Damage?,caseid,weight,frontal,airbag,seatbelt,sex,ageOFocc,abcat,deploy,,,,,
Tesla,Model 3,2018,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Greenacres,FL ,Street,Unknown,Van,Yes,43:181:2,240.914,0,airbag,belted,m,49,deploy,1,,,,,
Tesla,Model Y,2022,pass,1-9km/h,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Gladeview,FL ,Street,Daylight,Van,Yes,43:125:1,337.556,1,airbag,belted,m,22,deploy,1,,,,,
Tesla,Model Y,2021,driver,1-9km/h,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox,San Jose,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,45:115:2,80.23,0,none,belted,f,88,unavail,0,,,,,
Tesla,Model 3,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Evergreen,CO ,Unknown,Unknown,Pole / Tree,Yes,74:40:01,18.331,1,none,none,m,52,unavail,0,,,,,
Tesla,Model 3,2022,pass,40-54,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,,CA ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,45:222:1,736.564,1,none,belted,m,18,unavail,0,,,,,
Honda,Accord Hybrid,2021,driver,40-54,dead,4,,Honda (American Honda Motor Co.),Waymo LLC,Dallas,TX ,Unknown,Unknown,Unknown,Unknown,43:171:2,38.595,0,airbag,belted,m,32,deploy,1,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise,University City,MO ,Unknown,Unknown,Unknown,Yes,0.653483796,381.152,1,airbag,belted,m,79,deploy,1,,,,,
Tesla,Model Y,2021,pass,55+,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Riverside,CA ,Unknown,Unknown,Unknown,Unknown,03:21:02,316.707,1,none,belted,m,43,unavail,0,,,,,
Tesla,Model S,2015,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Colorado School of Mines,Carrboro,NC ,Unknown,Unknown,Unknown,Yes,50:46:01,86.91,0,none,belted,f,19,unavail,0,,,,,
Tesla,Model 3,2022,pass,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Colorado School of Mines,,OR ,Unknown,Unknown,Unknown,Yes,49:183:2,10.917,0,airbag,none,f,41,nodeploy,0,,,,,
Tesla,Model 3,2021,pass,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Weride Corp,Evergreen,CO ,Unknown,Unknown,Pole / Tree,Yes,75:17:01,69.721,1,airbag,belted,f,48,deploy,1,,,,,
Tesla,Model Y,2022,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",,Gladeview,FL ,Unknown,Unknown,Unknown,Unknown,48:40:02,198.591,0,airbag,belted,m,27,nodeploy,0,,,,,
Tesla,Model Y,2021,pass,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,San Jose,CA ,Highway / Freeway,Unknown,Unknown,Yes,81:29:01,923.046,1,airbag,belted,m,17,deploy,1,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise,Saint Petersburg,FL ,Highway / Freeway,Unknown,Unknown,Yes,0.415289352,60.062,1,airbag,none,m,75,deploy,1,,,,,
Acura,MDX,2016,driver,Oct-24,alive,0,,Honda (American Honda Motor Co.),Pony.ai,Treewood,LA ,Unknown,Unknown,Unknown,Unknown,0.217384259,11.359,1,airbag,belted,f,70,nodeploy,0,,,,,
Tesla,Model 3,2018,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Colorado School of Mines,Greenacres,FL ,Unknown,Unknown,Unknown,Yes,0.451412037,345.087,0,airbag,none,m,21,nodeploy,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Colorado School of Mines,Maysville,NC ,Unknown,Unknown,Unknown,Yes,43:176:2,59.424,0,none,belted,f,30,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC.,Phoenix,AZ ,Unknown,Unknown,Unknown,Yes,82:23:02,119.996,1,airbag,belted,m,46,nodeploy,0,,,,,
Tesla,Model S,2018,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Jackson,MI ,Unknown,Unknown,Unknown,Yes,08:42:02,152.107,0,none,belted,f,42,unavail,0,,,,,
Tesla,Model Y,2021,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Mt. Vernon,KY ,Highway / Freeway,Unknown,Unknown,Yes,13:22:01,584.657,1,none,belted,f,25,unavail,0,,,,,
Tesla,Model Y,2020,pass,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Colorado School of Mines,San Francisco,CA ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,45:63:1,53.581,1,none,belted,f,19,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Rockville,MD ,Highway / Freeway,Dark - Lighted,"Other, see Narrative",Yes,48:23:01,415.34,0,none,none,m,42,unavail,0,,,,,
Tesla,Model 3,2020,pass,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC.,Hauppauge,NY ,Street,Daylight,Unknown,Yes,81:51:02,12.414,0,none,none,m,55,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC.,Centerville,OH ,Street,Daylight,Pickup Truck,Yes,0.313206019,17.241,1,none,belted,m,82,unavail,0,,,,,
Tesla,Model Y,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC.,Tinton Falls School District,NJ ,Highway / Freeway,Dawn / Dusk,"Other, see Narrative",Yes,48:119:1,569.642,1,airbag,none,m,21,deploy,1,,,,,
Tesla,Model 3,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC.,San Diego,CA ,Intersection,Daylight,SUV,Yes,0.667384259,227.291,0,none,belted,m,50,unavail,0,,,,,
Tesla,Model 3,2018,driver,25-39,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC.,Inglewood,CA ,Highway / Freeway,Dark - Not Lighted,"Other, see Narrative",Yes,0.468078704,133.541,1,airbag,none,m,47,deploy,1,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC.",Franklin Township,PA ,Intersection,Daylight,Passenger Car,Yes,43:106:1,62.611,0,airbag,belted,m,31,nodeploy,0,,,,,
Tesla,Model 3,2022,pass,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Mountain View,CA ,Highway / Freeway,Daylight,SUV,Yes,0.380578704,896.831,0,airbag,belted,f,26,nodeploy,0,,,,,
Honda,Ridgeline,2020,driver,25-39,alive,2,,Honda (American Honda Motor Co.),Waymo LLC,,TX ,Unknown,Unknown,Unknown,Unknown,82:85:1,5.194,0,airbag,none,m,36,nodeploy,0,,,,,
Acura,RDX,2020,driver,Oct-24,alive,5,,Honda (American Honda Motor Co.),Waymo LLC,,FL ,Unknown,Unknown,Unknown,Unknown,0.431956019,46.512,0,airbag,none,m,16,nodeploy,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Hauppauge,NY ,Unknown,Unknown,Unknown,Yes,0.620856481,91.427,1,none,belted,f,29,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Centerville,OH ,Unknown,Unknown,Unknown,Yes,75:38:02,1020.98,0,airbag,belted,f,59,nodeploy,0,,,,,
Tesla,Model Y,2020,driver,25-39,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,San Francisco,CA ,Unknown,Unknown,Unknown,Yes,0.675717593,86.713,1,none,belted,f,17,unavail,0,,,,,
Tesla,Model Y,2021,pass,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Apple Inc.,Rockville,MD ,Highway / Freeway,Unknown,Unknown,Yes,79:107:1,192.313,1,airbag,belted,m,36,deploy,1,,,,,
Tesla,Model Y,2020,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox Inc.,Tinton Falls School District,NJ ,Unknown,Unknown,Unknown,Yes,0.536828704,46.839,0,none,belted,f,59,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Inglewood,CA ,Unknown,Unknown,Unknown,Yes,0.513217593,159.015,1,airbag,belted,f,42,deploy,1,,,,,
Tesla,Model 3,2019,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,San Diego,CA ,Unknown,Unknown,Unknown,Yes,09:50:01,28.497,1,airbag,belted,m,31,deploy,1,,,,,
Tesla,Model X,2018,pass,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Colorado School of Mines,Phoenix,AZ ,Highway / Freeway,Unknown,Unknown,Yes,0.481261574,29.004,1,none,belted,m,24,unavail,0,,,,,
Tesla,Model S,2021,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Romeoville,IL ,Street,Daylight,Passenger Car,Yes,48:83:2,739.184,1,airbag,belted,f,37,nodeploy,0,,,,,
Tesla,Model 3,2021,pass,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Missoula,MT ,Street,Daylight,Unknown,Yes,41:65:2,44.303,1,airbag,belted,m,68,deploy,1,,,,,
Tesla,Model Y,2021,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC.",Darien,CT ,Highway / Freeway,Daylight,Other Fixed Object,Yes,75:07:01,8968.857,1,airbag,belted,f,17,deploy,1,,,,,
Tesla,Model S,2016,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC.",Milwaukee,WI ,Highway / Freeway,Unknown,Unknown,Yes,75:94:1,46.641,1,none,none,m,27,unavail,0,,,,,
Tesla,Model S,2019,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC.",Framingham,MA ,Highway / Freeway,Daylight,SUV,Yes,82:77:1,3.905,1,none,none,f,24,unavail,0,,,,,
Tesla,Model 3,2018,pass,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC.",Franklin Township,PA ,Unknown,Unknown,Unknown,Yes,0.61806713,91.427,0,airbag,none,m,20,nodeploy,0,,,,,
Tesla,Model 3,2022,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC.,Mountain View,CA ,Highway / Freeway,Unknown,Unknown,Yes,13:24:01,86.221,0,none,belted,f,28,unavail,0,,,,,
Toyota,RAV4,2019,driver,55+,alive,2,ADAS L2,Toyota Motor Engineering & Manufacturing,,Fife,WA ,Highway / Freeway,Unknown,Other Fixed Object,Unknown,48:89:1,557.191,0,airbag,belted,m,30,nodeploy,0,,,,,
Tesla,Model X,2018,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Beep, Inc.",Phoenix,AZ ,Unknown,Unknown,Unknown,Yes,13:41:02,395.638,1,airbag,belted,m,36,deploy,1,,,,,
Tesla,Model 3,2021,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Missoula,MT ,Unknown,Unknown,Unknown,Yes,81:125:2,628.488,0,airbag,belted,f,69,deploy,1,,,,,
Tesla,Model S,2021,driver,55+,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Romeoville,IL ,Unknown,Unknown,Unknown,Yes,79:182:2,183.842,0,none,belted,m,53,unavail,0,,,,,
Tesla,Model S,2018,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Lawnside,NJ ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,08:04:02,35.714,1,airbag,belted,f,39,deploy,1,,,,,
Honda,Odyssey,2018,driver,25-39,alive,1,,Honda (American Honda Motor Co.),Cruise,Hopkinton,MA ,Unknown,Unknown,"Other, see Narrative",Unknown,42:08:02,1,1,airbag,belted,f,40,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",BEEP,Darien,CT ,Unknown,Unknown,Unknown,Yes,0.620162037,95.97,0,airbag,belted,f,38,nodeploy,0,,,,,
Tesla,Model S,2019,driver,55+,dead,4,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Framingham,MA ,Unknown,Unknown,Unknown,Yes,43:24:01,150.934,1,airbag,belted,f,20,deploy,1,,,,,
Tesla,Model S,2016,driver,40-54,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Beep,Milwaukee,WI ,Highway / Freeway,Unknown,Unknown,Yes,75:114:2,68.888,1,airbag,belted,m,54,nodeploy,0,,,,,
Tesla,Model Y,2021,driver,1-9km/h,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox,Medford,NY ,Highway / Freeway,Dark - Not Lighted,"Other, see Narrative",Yes,0.48681713,35.946,1,none,belted,f,36,unavail,0,,,,,
Tesla,Model 3,2018,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",May Mobility,New Salisbury,IN ,Rural Road,Daylight,SUV,Yes,0.625706019,79.759,0,none,none,m,19,unavail,0,,,,,
Tesla,Model S,2015,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC.",Naples,FL ,Unknown,Unknown,Unknown,Yes,82:115:2,4.491,1,none,belted,m,45,unavail,0,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC.",Panama City Beach,FL ,Highway / Freeway,Daylight,SUV,Yes,78:134:2,64.206,1,airbag,belted,f,30,deploy,1,,,,,
Tesla,Model 3,2020,pass,1-9km/h,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Los Angeles,CA ,Street,Dark - Lighted,Heavy Truck,Yes,0.516678241,37.907,1,airbag,none,m,31,deploy,1,,,,,
Tesla,Model Y,2020,driver,40-54,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Waukegan,IL ,Highway / Freeway,Unknown,Unknown,Yes,0.51806713,205.116,1,none,belted,f,43,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Salinas,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,74:158:2,47.963,1,airbag,belted,m,22,deploy,1,,,,,
Tesla,Model Y,2022,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,West Covina,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,45:111:1,58.038,1,none,none,m,50,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",May Mobility,Columbus,OH ,Highway / Freeway,Daylight,Other Fixed Object,Yes,43:91:2,371.417,1,airbag,belted,f,24,deploy,1,,,,,
Tesla,Model Y,2021,pass,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",May Mobility,Huber Heights,OH ,Highway / Freeway,Daylight,Other Fixed Object,Yes,45:171:1,114.688,1,none,none,m,18,unavail,0,,,,,
Tesla,Model 3,2020,driver,55+,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise,Columbus,OH ,Unknown,Unknown,Other Fixed Object,Yes,09:46:01,74.723,1,none,belted,f,24,unavail,0,,,,,
Honda,CRV,2021,pass,25-39,alive,1,,Honda (American Honda Motor Co.),"Waymo, LLC.",Campbell,CA ,Street,Unknown,Passenger Car,Unknown,0.616678241,193.199,0,airbag,belted,f,77,deploy,1,,,,,
Audi,S8L,2023,driver,1-9km/h,alive,0,,"Volkswagen Group of America, Inc.",Waymo LLC,Phoenix,AZ ,Highway / Freeway,Daylight,Passenger Car,No,0.158344907,145.638,1,airbag,none,f,56,nodeploy,0,,,,,
Honda,CRV,2021,driver,Oct-24,alive,0,,Honda (American Honda Motor Co.),"Waymo, LLC.",,VA ,Unknown,Unknown,Unknown,Unknown,0.606956019,726.514,1,none,none,m,41,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,,NY ,Highway / Freeway,Unknown,Unknown,Yes,74:26:02,10.831,0,airbag,none,m,35,nodeploy,0,,,,,
Toyota,RAV4,2019,pass,Oct-24,alive,3,ADAS L2,Toyota Motor Engineering & Manufacturing,Argo AI,Fife,WA ,Highway / Freeway,Unknown,Other Fixed Object,Unknown,0.616678241,81.996,0,none,belted,m,17,unavail,0,,,,,
Tesla,Model S,2015,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Naples,FL ,Unknown,Unknown,Unknown,Yes,43:74:3,719.634,0,none,belted,m,49,unavail,0,,,,,
Tesla,Model 3,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Palm Bay,FL ,Rural Road,Dark - Not Lighted,Other Fixed Object,Yes,0.643761574,107.89,1,none,belted,f,21,unavail,0,,,,,
Tesla,Model 3,2020,driver,55+,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise,Cherry Hill,NJ ,Highway / Freeway,Daylight,Passenger Car,Yes,72:166:2,268.437,1,none,belted,f,41,unavail,0,,,,,
Honda,CRV,2021,driver,Oct-24,alive,0,,Honda (American Honda Motor Co.),May Mobility,Ford,NJ ,Unknown,Unknown,Unknown,Unknown,0.627789352,760.901,1,none,belted,m,25,unavail,0,,,,,
Tesla,Model 3,2018,driver,25-39,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox,New Salisbury,IN ,Unknown,Unknown,Unknown,Yes,43:41:02,38.844,0,airbag,belted,f,18,deploy,1,,,,,
Tesla,Model X,2018,pass,55+,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox,Sacramento,CA ,Highway / Freeway,Daylight,Passenger Car,Yes,43:184:2,507.471,0,airbag,none,f,46,nodeploy,0,,,,,
Tesla,Model S,2016,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",CRUISE,Marlborough,MA ,Highway / Freeway,Unknown,Unknown,Yes,41:95:1,2464.349,1,airbag,none,m,28,deploy,1,,,,,
Tesla,Model X,2016,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Zoox,San Antonio,TX ,Street,Unknown,Unknown,Yes,81:60:2,20.531,1,airbag,belted,m,21,deploy,1,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC",Lake Worth,FL ,Highway / Freeway,Dark - Lighted,Other Fixed Object,Yes,81:40:02,13.273,0,none,none,f,25,unavail,0,,,,,
Tesla,Model Y,2020,driver,1-9km/h,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Shelbyville,KY ,Highway / Freeway,Daylight,"Other, see Narrative",Yes,48:220:1,256.169,0,none,belted,f,85,unavail,0,,,,,
Tesla,Model 3,2020,driver,25-39,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Boca Raton,FL ,Intersection,Dark - Lighted,Passenger Car,Yes,43:92:2,277.944,0,none,belted,f,22,unavail,0,,,,,
Tesla,Model S,2017,driver,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Oak Hill,TN ,Highway / Freeway,Daylight,Other Fixed Object,Yes,49:65:1,2138.957,1,airbag,belted,m,19,deploy,1,,,,,
Tesla,Model 3,2018,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",May Mobility,Panama City Beach,FL ,Unknown,Unknown,Unknown,Yes,79:95:1,55.397,0,none,belted,m,65,unavail,0,,,,,
Tesla,Model S,2018,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Weride Corp,Lawnside,NJ ,Unknown,Unknown,Unknown,Yes,45:75:2,1667.941,0,none,belted,f,68,unavail,0,,,,,
Tesla,Model 3,2020,driver,40-54,alive,1,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC.,Los Angeles,CA ,Unknown,Unknown,Unknown,Yes,72:135:1,406.068,0,none,belted,f,62,unavail,0,,,,,
Tesla,Model Y,2021,pass,Oct-24,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Huber Heights,OH ,Highway / Freeway,Unknown,Unknown,Yes,75:69:2,50.617,1,none,belted,f,48,unavail,0,,,,,
Tesla,Model Y,2022,pass,25-39,alive,2,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC. ,West Covina,CA ,Unknown,Unknown,Unknown,Yes,82:74:2,5.531,0,airbag,none,m,25,deploy,1,,,,,
Tesla,Model Y,2020,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Waukegan,IL ,Unknown,Unknown,Unknown,Yes,0.550023148,46.709,1,airbag,belted,m,49,deploy,1,,,,,
Honda,Odyssey,2018,driver,40-54,alive,3,,Honda (American Honda Motor Co.),Argo AI,Hopkinton,MA ,Unknown,Unknown,"Other, see Narrative",Unknown,0.382662037,22.625,1,none,belted,m,49,unavail,0,,,,,
Honda,HRV,2020,driver,40-54,alive,3,,Honda (American Honda Motor Co.),Cruise ,Henrietta,NY ,Highway / Freeway,Unknown,Unknown,Unknown,73:189:2,16.471,1,none,belted,m,30,unavail,0,,,,,
Tesla,Model Y,2021,driver,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Cruise ,Salinas,CA ,Unknown,Unknown,Unknown,Yes,43:115:1,38.595,1,none,belted,m,52,unavail,0,,,,,
Tesla,Model Y,2021,pass,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Argo AI,Columbus,OH ,Unknown,Unknown,Unknown,Yes,45:179:2,105.376,0,none,belted,f,78,unavail,0,,,,,
Tesla,Model 3,2020,driver,Oct-24,alive,3,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.",Waymo LLC,Cherry Hill,NJ ,Unknown,Unknown,Passenger Car,Yes,81:153:2,2081.916,0,airbag,belted,m,24,nodeploy,0,,,,,
Tesla,Model 3,2020,pass,Oct-24,alive,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Tesla, Inc.","Waymo, LLC ",Columbus,OH ,Unknown,Unknown,Other Fixed Object,Yes,11:54:01,329.23,1,airbag,none,m,29,nodeploy,0,,,,,
